id,price_1,date_1,price_2,date_2,perc_change_p2_to_p1,days_between_sale,trans_time,ln_price_1,ln_price_2,epc_100,epc_rating_a,epc_rating_b,epc_rating_c,epc_rating_d,epc_rating_e,epc_rating_f,epc_rating_g,ln_epc_100,imd_score,imd_level,income_score,income_level,emp_score,emp_level,educ_score,educ_level,health_score,health_level,crime_score,crime_level,barrier_score,barrier_level,living_score,living_level,reg_north_east,reg_north_west,reg_yorkshire_and_the_humber,reg_east_midlands,reg_west_midlands,reg_east_of_england,reg_london,reg_south_east,reg_south_west
427,160000,21-03-2003,164000,15-03-2008,0.025,1821,68.27965017,11.98292909,12.00762171,73,0,0,1,0,0,0,0,4.290459441,12525,4,11840,4,16108,5,13430,5,17977,6,6809,3,9209,3,7543,3,0,0,0,0,0,0,0,1,0
428,179950,22-05-2002,229800,18-09-2009,0.277021395,2676,82.0739384,12.10043431,12.34496464,63,0,0,0,1,0,0,0,4.143134726,18749,6,15479,5,22661,7,22672,7,20624,7,5983,2,16641,6,14758,5,0,0,0,0,0,0,0,1,0
429,123950,29-10-2004,109000,22-07-2011,-0.12061315,2457,78.79789453,11.72763354,11.59910316,72,0,0,1,0,0,0,0,4.276666119,20655,7,23645,8,29593,10,19350,6,22571,7,13743,5,6550,2,8209,3,0,0,0,0,0,0,0,1,0
430,36500,21-07-1995,121000,11-11-2009,2.315068493,5227,112.8087752,10.50506754,11.70354582,76,0,0,1,0,0,0,0,4.33073334,10288,4,10368,4,17182,6,21764,7,18401,6,629,1,9457,3,4981,2,0,0,0,0,0,0,0,1,0
431,73000,30-05-2001,95000,04-09-2009,0.301369863,3019,86.92851081,11.19821472,11.46163217,81,0,1,0,0,0,0,0,4.394449155,6676,3,8468,3,10882,4,6141,2,10384,4,2996,1,5091,2,4799,2,0,0,0,0,0,0,0,1,0
432,164995,21-06-2001,195000,26-10-2010,0.181853996,3414,92.16610282,12.01367045,12.18075484,77,0,0,1,0,0,0,0,4.343805422,24185,8,27135,9,29534,9,29694,10,30062,10,8208,3,6983,3,13700,5,0,0,0,0,0,0,0,1,0
433,27500,04-10-1999,68500,01-04-2011,1.490909091,4197,101.6635753,10.22194128,11.13458902,47,0,0,0,0,1,0,0,3.850147602,9379,3,14192,5,15455,5,12022,4,8628,3,5689,2,20182,7,424,1,0,0,0,1,0,0,0,0,0
434,124950,27-05-2003,153000,28-08-2009,0.224489796,2285,76.11362983,11.73566894,11.9381932,55,0,0,0,1,0,0,0,4.007333185,24350,8,20388,7,19782,7,24497,8,23089,8,20359,7,22223,7,19509,6,0,0,0,0,0,0,1,0,0
435,52000,15-04-1996,135000,30-01-2012,1.596153846,5768,118.1918559,10.858999,11.81303006,72,0,0,1,0,0,0,0,4.276666119,11998,4,9787,3,12285,4,7064,3,9252,3,13806,5,17467,6,27486,9,0,0,0,0,0,1,0,0,0
436,89000,27-02-2004,110000,30-11-2009,0.235955056,2103,73.15267975,11.39639165,11.60823564,51,0,0,0,0,1,0,0,3.931825633,23882,8,25416,8,20743,7,21702,7,21589,7,18016,6,27837,9,10101,4,0,0,0,0,1,0,0,0,0
437,130000,24-08-2004,158000,23-07-2010,0.215384615,2159,74.07786671,11.77528973,11.97035031,53,0,0,0,0,1,0,0,3.970291914,12760,4,19393,6,22705,7,17727,6,18298,6,1847,1,1718,1,11688,4,0,0,0,0,1,0,0,0,0
438,115000,01-06-2007,82000,26-01-2012,-0.286956522,1700,66.06506159,11.65268741,11.31447453,73,0,0,1,0,0,0,0,4.290459441,19412,6,21568,7,19569,6,29576,10,18353,6,4647,2,27584,9,7913,3,0,0,0,0,1,0,0,0,0
439,70000,14-04-2000,169950,04-04-2008,1.427857143,2912,85.44734607,11.15625052,12.04325956,57,0,0,0,1,0,0,0,4.043051268,18695,6,15388,5,15475,5,14370,5,20530,7,24031,8,13157,5,23011,8,0,0,0,0,1,0,0,0,0
440,135995,12-12-2005,118000,05-12-2008,-0.132321041,1089,53.31316945,11.8203734,11.6784399,82,0,1,0,0,0,0,0,4.406719247,15683,5,13409,5,18434,6,7173,3,17257,6,15438,5,15819,5,19596,6,0,0,0,0,1,0,0,0,0
441,37000,28-08-1998,85000,24-10-2011,1.297297297,4805,108.3989798,10.51867319,11.35040654,46,0,0,0,0,1,0,0,3.828641396,11705,4,8008,3,8477,3,8875,3,18047,6,13681,5,18704,6,22073,7,0,0,0,0,1,0,0,0,0
442,80641,16-11-2007,74111,14-05-2010,-0.080976178,910,48.873125,11.29776248,11.21331925,80,0,0,1,0,0,0,0,4.382026635,15191,5,14429,5,19170,6,11933,4,17483,6,12046,4,20894,7,4978,2,0,0,0,0,1,0,0,0,0
443,114500,24-03-2006,86500,27-08-2010,-0.244541485,1617,64.49676064,11.6483301,11.36789969,84,0,1,0,0,0,0,0,4.430816799,15683,5,13409,5,18434,6,7173,3,17257,6,15438,5,15819,5,19596,6,0,0,0,0,1,0,0,0,0
444,139995,09-05-2007,125000,28-03-2008,-0.107110968,324,29.42645605,11.84936199,11.73606902,75,0,0,1,0,0,0,0,4.317488114,15683,5,13409,5,18434,6,7173,3,17257,6,15438,5,15819,5,19596,6,0,0,0,0,1,0,0,0,0
445,40500,30-11-2001,80000,15-12-2010,0.975308642,3302,90.71554538,10.60905725,11.28978191,55,0,0,0,1,0,0,0,4.007333185,17430,6,14751,5,16706,6,18264,6,11035,4,16300,5,15885,5,24109,8,0,0,0,1,0,0,0,0,0
446,31000,30-10-1998,108000,10-12-2009,2.483870968,4059,100.0632922,10.34174248,11.58988651,63,0,0,0,1,0,0,0,4.143134726,21462,7,24249,8,21448,7,13170,5,25515,8,13359,5,11958,4,20155,7,0,0,0,0,0,1,0,0,0
447,72495,20-04-2000,125200,10-09-2009,0.727015656,3430,92.37123375,11.19127287,11.73766774,49,0,0,0,0,1,0,0,3.891820298,12452,4,14141,5,16039,5,12496,4,20093,7,2576,1,11778,4,8625,3,0,0,0,0,0,1,0,0,0
448,113000,30-01-2006,100000,27-11-2009,-0.115044248,1397,60.11825153,11.6351431,11.51292546,60,0,0,0,1,0,0,0,4.094344562,12452,4,14141,5,16039,5,12496,4,20093,7,2576,1,11778,4,8625,3,0,0,0,0,0,1,0,0,0
449,72495,20-04-2000,125200,10-09-2009,0.727015656,3430,92.37123375,11.19127287,11.73766774,49,0,0,0,0,1,0,0,3.891820298,12452,4,14141,5,16039,5,12496,4,20093,7,2576,1,11778,4,8625,3,0,0,0,0,0,1,0,0,0
450,31000,30-10-1998,108000,10-12-2009,2.483870968,4059,100.0632922,10.34174248,11.58988651,63,0,0,0,1,0,0,0,4.143134726,21462,7,24249,8,21448,7,13170,5,25515,8,13359,5,11958,4,20155,7,0,0,0,0,0,1,0,0,0
451,115000,27-05-2005,118000,01-06-2010,0.026086957,1831,68.45910063,11.65268741,11.6784399,55,0,0,0,1,0,0,0,4.007333185,27510,9,29985,10,29364,9,20179,7,29752,10,16103,5,10830,4,23038,8,0,0,0,0,0,1,0,0,0
452,72495,20-04-2000,125200,10-09-2009,0.727015656,3430,92.37123375,11.19127287,11.73766774,49,0,0,0,0,1,0,0,3.891820298,12452,4,14141,5,16039,5,12496,4,20093,7,2576,1,11778,4,8625,3,0,0,0,0,0,1,0,0,0
453,73500,04-11-2003,63350,26-03-2009,-0.138095238,1969,70.88384173,11.20504069,11.05643019,58,0,0,0,1,0,0,0,4.060443011,5662,2,16095,5,24734,8,2205,1,6281,2,2157,1,3302,2,274,1,0,0,0,0,1,0,0,0,0
454,30000,03-11-1995,110000,22-12-2009,2.666666667,5163,112.1525839,10.30895266,11.60823564,53,0,0,0,0,1,0,0,3.970291914,18118,6,19122,6,21082,7,15065,5,15551,5,13053,4,19087,6,8592,3,0,0,0,0,1,0,0,0,0
455,32000,16-08-1999,95000,16-06-2008,1.96875,3227,89.72941336,10.37349118,11.46163217,35,0,0,0,0,0,1,0,3.555348061,7752,3,6663,3,12299,4,9863,4,9365,3,9004,3,7670,3,2956,1,0,0,0,0,1,0,0,0,0
456,31500,23-10-1998,73000,12-08-2011,1.317460317,4676,107.0098737,10.35774282,11.19821472,55,0,0,0,1,0,0,0,4.007333185,11711,4,14234,5,20803,7,10524,4,8791,3,13606,5,12053,4,1985,1,0,0,0,0,1,0,0,0,0
457,139950,17-11-2006,120000,20-02-2009,-0.142550911,826,46.62783787,11.84904049,11.69524702,45,0,0,0,0,1,0,0,3.80666249,14819,5,16627,6,23855,8,18933,6,11963,4,5655,2,19960,7,3199,1,0,0,0,0,1,0,0,0,0
458,111000,18-03-2005,100000,08-04-2011,-0.099099099,2212,74.94172877,11.61728548,11.51292546,56,0,0,0,1,0,0,0,4.025351691,14819,5,16627,6,23855,8,18933,6,11963,4,5655,2,19960,7,3199,1,0,0,0,0,1,0,0,0,0
459,200000,15-12-2006,175000,29-05-2009,-0.125,896,48.50686134,12.20607265,12.07254125,75,0,0,1,0,0,0,0,4.317488114,13878,5,16720,6,16689,6,12628,4,21273,7,11612,4,6404,2,5244,2,0,0,0,0,0,0,0,1,0
460,121000,02-03-2011,140000,14-12-2011,0.157024793,287,27.6963977,11.70354582,11.8493977,11,0,0,0,0,0,0,1,2.397895273,15189,5,15379,5,15239,5,12929,4,18674,6,17559,6,6532,2,13380,5,0,0,0,0,0,0,0,1,0
461,125950,17-07-1998,300000,15-12-2011,1.381897578,4899,109.398664,11.74364028,12.61153775,70,0,0,1,0,0,0,0,4.248495242,25581,8,25660,8,24050,8,21524,7,25727,8,21152,7,8378,3,29368,9,0,0,0,0,0,0,0,1,0
462,120000,07-02-2008,105000,01-12-2009,-0.125,663,41.89151811,11.69524702,11.56171563,50,0,0,0,0,1,0,0,3.912023005,29144,9,27489,9,26443,9,14629,5,30329,10,29864,10,23333,8,27271,9,0,0,0,0,0,0,0,1,0
463,199950,21-04-2006,152000,04-11-2011,-0.239809952,2023,71.80779957,12.20582261,11.9316358,76,0,0,1,0,0,0,0,4.33073334,14068,5,11901,4,14552,5,7894,3,19466,6,7468,3,22212,7,19244,6,0,0,0,0,0,0,0,1,0
464,179950,17-12-2004,201000,29-02-2008,0.116976938,1169,55.17052188,12.10043431,12.21106019,78,0,0,1,0,0,0,0,4.356708827,26087,8,24142,8,25557,8,21149,7,28305,9,20725,7,9235,3,29108,9,0,0,0,0,0,0,0,1,0
465,120000,04-02-2003,115000,09-01-2009,-0.041666667,2166,74.19260748,11.69524702,11.65268741,46,0,0,0,0,1,0,0,3.828641396,20172,7,17139,6,15145,5,15174,5,19305,6,16154,5,30026,10,24635,8,0,0,0,0,0,0,0,1,0
466,120000,06-12-2002,165000,16-07-2008,0.375,2049,72.247959,11.69524702,12.01370075,58,0,0,0,1,0,0,0,4.060443011,15346,5,18731,6,20854,7,14716,5,16509,6,16449,6,13973,5,1880,1,0,0,0,0,0,0,0,1,0
467,222500,05-06-2009,258000,23-08-2011,0.159550562,809,46.15876012,12.31268238,12.46071486,41,0,0,0,0,1,0,0,3.713572067,11079,4,8400,3,11400,4,15231,5,14077,5,11824,4,6013,2,13894,5,0,0,0,0,0,0,1,0,0
468,133000,09-08-2002,187500,06-06-2011,0.409774436,3223,89.67647673,11.79810441,12.14153412,44,0,0,0,0,1,0,0,3.784189634,24420,8,20294,7,25150,8,25538,8,21760,7,19355,6,27799,9,9744,3,0,1,0,0,0,0,0,0,0
469,95000,20-08-2002,160000,11-12-2009,0.684210526,2670,81.98613821,11.46163217,11.98292909,63,0,0,0,1,0,0,0,4.143134726,25710,8,31152,10,32469,10,22365,7,15845,5,22232,7,17120,6,8245,3,0,1,0,0,0,0,0,0,0
470,72500,29-06-2001,117000,21-04-2011,0.613793103,3583,94.30747351,11.19134184,11.66992921,76,0,0,1,0,0,0,0,4.33073334,24786,8,23802,8,21784,7,29662,10,18572,6,18034,6,19319,6,17097,6,0,1,0,0,0,0,0,0,0
471,131500,14-09-2007,150000,17-04-2008,0.140684411,216,24.00393261,11.78676213,11.91839057,67,0,0,0,1,0,0,0,4.204692619,15131,5,11706,4,18770,6,6810,3,22266,7,11124,4,12291,4,24664,8,0,0,0,0,0,0,0,1,0
472,298000,31-07-2000,427500,17-10-2011,0.434563758,4095,100.48353,12.60484877,12.96570957,43,0,0,0,0,1,0,0,3.761200116,28618,9,31268,10,31148,10,24879,8,30945,10,12718,4,10198,4,25974,8,0,0,0,0,0,0,0,1,0
473,78000,16-10-2009,90000,28-03-2011,0.153846154,528,37.47012359,11.26446411,11.40756495,68,0,0,0,1,0,0,0,4.219507705,26804,9,25235,8,29398,9,19796,7,25583,8,19342,6,10910,4,28278,9,0,0,0,0,1,0,0,0,0
474,53500,08-07-1999,87000,16-12-2011,0.626168224,4544,105.5670575,10.88743693,11.3736634,75,0,0,1,0,0,0,0,4.317488114,27722,9,28165,9,25278,8,12391,4,23820,8,19937,7,32305,10,31785,10,0,0,0,0,0,0,0,1,0
475,116995,23-11-2005,97500,28-09-2009,-0.166631053,1405,60.28368897,11.66988648,11.48760766,79,0,0,1,0,0,0,0,4.369447852,13295,5,11528,4,10707,4,10316,4,6859,3,20888,7,30243,10,21368,7,1,0,0,0,0,0,0,0,0
476,84950,21-11-2003,87500,09-07-2010,0.030017657,2422,78.26003638,11.34981813,11.37939407,63,0,0,0,1,0,0,0,4.143134726,13785,5,13976,5,12245,4,10171,4,16008,5,8642,3,32064,10,9125,3,0,1,0,0,0,0,0,0,0
477,42500,10-04-2001,68000,30-04-2009,0.6,2942,85.86552417,10.65725935,11.12726298,81,0,1,0,0,0,0,0,4.394449155,28402,9,26316,9,23429,8,20349,7,20996,7,31341,10,28593,9,24783,8,0,0,0,0,1,0,0,0,0
478,238000,26-03-2004,249950,13-06-2008,0.050210084,1540,63.00281535,12.38002595,12.42901618,74,0,0,1,0,0,0,0,4.304065093,29398,9,29710,10,30029,10,32346,10,29751,10,20206,7,8043,3,25502,8,0,0,1,0,0,0,0,0,0
479,44000,25-04-2001,83500,28-09-2009,0.897727273,3078,87.73322164,10.69194491,11.33260191,60,0,0,0,1,0,0,0,4.094344562,12120,4,10956,4,7478,3,12672,4,7822,3,20711,7,28008,9,16985,6,0,1,0,0,0,0,0,0,0
480,223000,13-08-2004,312000,16-10-2009,0.399103139,1890,69.50733714,12.31492705,12.65075847,54,0,0,0,0,1,0,0,3.988984047,28102,9,29534,9,26127,8,29463,9,20202,7,31426,10,12902,4,17466,6,0,1,0,0,0,0,0,0,0
481,98000,10-08-2001,242500,29-11-2010,1.474489796,3398,91.96045658,11.49272276,12.39875699,50,0,0,0,0,1,0,0,3.912023005,31460,10,31238,10,31053,10,32304,10,31302,10,22042,7,21157,7,17671,6,0,0,0,0,1,0,0,0,0
482,205000,05-05-2006,203000,09-09-2011,-0.009756098,1953,70.60747767,12.23076526,12.22096126,70,0,0,1,0,0,0,0,4.248495242,20339,7,24563,8,26190,8,32590,10,9654,3,6405,2,29765,10,6453,2,0,1,0,0,0,0,0,0,0
483,160000,17-01-2007,167000,05-03-2010,0.04375,1143,54.57456385,11.98292909,12.02574909,48,0,0,0,0,1,0,0,3.871201011,22258,7,19979,7,18992,6,18882,6,21179,7,28317,9,17137,6,15459,5,0,0,0,0,0,0,0,1,0
484,74000,01-12-1998,178000,19-08-2009,1.405405405,3914,98.35013079,11.21182037,12.08953883,56,0,0,0,1,0,0,0,4.025351691,27543,9,26568,9,26296,9,16963,6,28847,9,28105,9,12603,4,27152,9,0,0,0,0,0,0,0,1,0
485,162500,14-05-2007,156000,25-05-2010,-0.04,1107,53.73728032,11.99843328,11.95761129,64,0,0,0,1,0,0,0,4.158883083,28996,9,27719,9,30685,10,31452,10,30819,10,22128,7,10415,4,16998,6,0,0,0,0,1,0,0,0,0
486,36000,30-10-1998,96000,16-09-2011,1.666666667,4704,107.3131115,10.49127422,11.47210347,72,0,0,1,0,0,0,0,4.276666119,12452,4,14141,5,16039,5,12496,4,20093,7,2576,1,11778,4,8625,3,0,0,0,0,0,1,0,0,0
487,124950,29-02-2008,110000,31-07-2009,-0.119647859,518,37.11965747,11.73566894,11.60823564,65,0,0,0,1,0,0,0,4.17438727,10796,4,8033,3,8537,3,9321,3,11789,4,15548,5,28275,9,10076,4,0,0,0,0,1,0,0,0,0
488,232000,11-08-2004,270000,12-07-2010,0.163793103,2161,74.11067008,12.35449265,12.50617724,61,0,0,0,1,0,0,0,4.110873864,7015,3,11816,4,18825,6,22328,7,12390,4,561,1,4816,2,28,1,0,0,0,0,0,0,1,0,0
489,90500,05-11-2004,89000,30-04-2010,-0.016574586,2002,71.45007041,11.41310513,11.39639165,60,0,0,0,1,0,0,0,4.094344562,11690,4,14172,5,8125,3,18202,6,8587,3,6843,3,29668,10,7834,3,0,1,0,0,0,0,0,0,0
490,42000,09-10-1996,169000,04-06-2008,3.023809524,4256,102.3391499,10.6454249,12.03765399,33,0,0,0,0,0,1,0,3.496507561,26078,8,32507,10,32770,10,31987,10,21779,7,17622,6,8935,3,7367,3,0,0,1,0,0,0,0,0,0
491,59950,12-07-2002,98000,25-02-2011,0.63469558,3150,88.70413416,11.00126616,11.49272276,59,0,0,0,1,0,0,0,4.077537444,30673,10,25371,8,28946,9,20890,7,25471,8,31666,10,29178,9,30191,10,0,0,0,0,0,0,0,0,1
492,121000,22-02-2001,239950,27-09-2010,0.983057851,3504,93.31336588,11.70354582,12.38818585,69,0,0,1,0,0,0,0,4.234106505,15055,5,15601,5,22632,7,27968,9,21783,7,5208,2,6991,3,3509,2,0,0,0,0,0,0,1,0,0
493,59950,23-04-1999,145000,23-12-2009,1.418682235,3897,98.14706697,11.00126616,11.88448902,66,0,0,0,1,0,0,0,4.189654742,27852,9,21917,7,29645,10,22609,7,28925,9,15832,5,22225,7,24211,8,0,0,0,0,0,0,1,0,0
494,51500,04-01-2002,107500,06-06-2008,1.087378641,2345,77.06191092,10.84933709,11.58524613,65,0,0,0,1,0,0,0,4.17438727,17369,6,14769,5,14543,5,9347,3,17440,6,24242,8,28199,9,16523,6,0,0,0,0,0,0,0,0,1
495,104650,02-03-2007,92000,29-05-2009,-0.120879121,819,46.43532006,11.55837673,11.42954386,84,0,1,0,0,0,0,0,4.430816799,3325,2,2068,1,2806,1,2385,1,3630,2,6695,3,22010,7,24807,8,0,1,0,0,0,0,0,0,0
496,83000,23-05-2003,110500,09-07-2010,0.331325301,2604,81.01327906,11.32659589,11.6127708,79,0,0,1,0,0,0,0,4.369447852,5637,2,3469,2,5941,2,1322,1,11191,4,17954,6,17773,6,14108,5,0,0,0,0,0,0,0,0,1
497,75500,28-05-2003,112000,20-11-2008,0.483443709,2003,71.46715056,11.23188794,11.62625415,58,0,0,0,1,0,0,0,4.060443011,7643,3,14154,5,15223,5,15607,5,7400,3,97,1,18210,6,1414,1,0,0,0,1,0,0,0,0,0
498,37650,14-02-2003,69000,19-03-2009,0.832669323,2225,75.15192225,10.53608823,11.14186178,62,0,0,0,1,0,0,0,4.127134385,8219,3,10507,4,12375,4,5626,2,5921,2,12089,4,30162,10,1057,1,0,1,0,0,0,0,0,0,0
499,83000,23-05-2003,110500,09-07-2010,0.331325301,2604,81.01327906,11.32659589,11.6127708,79,0,0,1,0,0,0,0,4.369447852,5637,2,3469,2,5941,2,1322,1,11191,4,17954,6,17773,6,14108,5,0,0,0,0,0,0,0,0,1
500,199950,25-04-2004,210000,18-06-2010,0.050262566,2245,75.47401707,12.20582261,12.25486281,56,0,0,0,1,0,0,0,4.025351691,26630,9,28868,9,28256,9,30051,10,28762,9,30989,10,2960,1,20602,7,0,0,0,1,0,0,0,0,0
501,27500,14-09-2001,60000,10-12-2010,1.181818182,3374,91.65101282,10.22194128,11.00209984,59,0,0,0,1,0,0,0,4.077537444,24091,8,24766,8,21727,7,17141,6,19328,6,29263,9,21624,7,13744,5,0,0,0,0,1,0,0,0,0
502,110000,30-11-2005,100000,02-05-2008,-0.090909091,884,48.19047503,11.60823564,11.51292546,83,0,1,0,0,0,0,0,4.418840608,6602,3,6980,3,6588,3,6412,2,1593,1,23486,8,8301,3,22443,7,0,1,0,0,0,0,0,0,0
503,159500,05-12-2003,210000,26-09-2008,0.31661442,1757,67.11846178,11.9797992,12.25486281,60,0,0,0,1,0,0,0,4.094344562,23058,8,26513,9,29434,9,23820,8,29329,9,24368,8,13924,5,2053,1,0,0,0,0,0,0,1,0,0
504,169950,22-04-2004,185000,28-06-2010,0.088555457,2258,75.68255557,12.04325956,12.1281111,78,0,0,1,0,0,0,0,4.356708827,29940,10,28128,9,31522,10,32158,10,31071,10,15669,5,16201,5,19620,6,0,0,0,0,0,0,0,1,0
505,57500,31-10-1996,135000,31-03-2011,1.347826087,5264,113.1861749,10.95954023,11.81303006,58,0,0,0,1,0,0,0,4.060443011,24454,8,17661,6,19066,6,23721,8,26219,8,30176,10,21394,7,19311,6,0,0,0,1,0,0,0,0,0
506,349950,24-07-2006,375000,16-07-2010,0.071581655,1453,61.26589021,12.76554557,12.8346813,35,0,0,0,0,0,1,0,3.555348061,5374,2,4768,2,3825,2,12052,4,3536,2,10655,4,14560,5,6861,3,0,0,1,0,0,0,0,0,0
507,172000,17-03-2006,170000,26-08-2011,-0.011627907,1988,71.21046711,12.05524976,12.04355372,77,0,0,1,0,0,0,0,4.343805422,31399,10,32486,10,32832,10,24525,8,32123,10,26528,9,18873,6,18179,6,0,0,0,0,0,0,0,1,0
508,56000,06-07-2001,99000,19-10-2011,0.767857143,3757,96.45642314,10.93310697,11.50287513,67,0,0,0,1,0,0,0,4.204692619,6473,2,9504,3,8986,3,2824,1,6997,3,7208,3,13934,5,3548,2,0,0,0,0,0,1,0,0,0
509,84950,07-12-1999,115000,22-12-2011,0.353737493,4398,103.9448299,11.34981813,11.65268741,78,0,0,1,0,0,0,0,4.356708827,21451,7,19615,6,18649,6,27756,9,17747,6,7928,3,30830,10,17512,6,0,1,0,0,0,0,0,0,0
510,62000,17-12-2004,80350,18-01-2008,0.295967742,1127,54.20420715,11.03488966,11.29414737,74,0,0,1,0,0,0,0,4.304065093,4868,2,8306,3,5760,2,5136,2,866,1,14235,5,29434,9,2063,1,0,1,0,0,0,0,0,0,0
511,45000,28-06-2002,75000,26-08-2009,0.666666667,2616,81.19113612,10.71441777,11.22524339,55,0,0,0,1,0,0,0,4.007333185,1129,1,1326,1,1878,1,228,1,1012,1,3560,2,23761,8,14765,5,0,0,1,0,0,0,0,0,0
512,86950,06-01-2004,82500,27-05-2011,-0.051178838,2698,82.39497403,11.37308852,11.32055357,77,0,0,1,0,0,0,0,4.343805422,16402,5,21076,7,23057,8,9456,3,20535,7,5611,2,6635,3,18664,6,0,0,0,0,0,1,0,0,0
513,66000,20-09-1999,161500,01-08-2011,1.446969697,4333,103.2133343,11.09741002,11.99226042,67,0,0,0,1,0,0,0,4.204692619,20757,7,29349,9,27112,9,32809,10,8808,3,5002,2,30360,10,6536,2,0,1,0,0,0,0,0,0,0
514,99000,16-05-2001,164000,20-11-2008,0.656565657,2745,83.07615989,11.50287513,12.00762171,63,0,0,0,1,0,0,0,4.143134726,23866,8,20377,7,22359,7,14402,5,30411,10,22502,7,13553,5,25943,8,0,0,0,0,0,0,0,1,0
515,107500,27-06-2003,156000,22-08-2008,0.451162791,1883,69.38389487,11.58524613,11.95761129,75,0,0,1,0,0,0,0,4.317488114,16599,6,17670,6,15835,5,21386,7,18886,6,23553,8,8011,3,5486,2,0,0,0,0,0,0,0,0,1
516,43000,30-06-1995,139950,31-07-2009,2.254651163,5145,111.9672464,10.66895539,11.84904049,57,0,0,0,1,0,0,0,4.043051268,24279,8,19008,6,20494,7,15259,5,25748,8,17395,6,31017,10,29318,9,0,0,0,1,0,0,0,0,0
517,155000,18-06-2004,162000,19-11-2010,0.04516129,2345,77.06191092,11.9511804,11.99535161,66,0,0,0,1,0,0,0,4.189654742,19114,6,14972,5,16302,5,22974,7,14064,5,23215,8,28427,9,11112,4,0,0,1,0,0,0,0,0,0
518,117500,21-04-2006,130000,22-10-2009,0.106382979,1280,57.63824114,11.67419361,11.77528973,66,0,0,0,1,0,0,0,4.189654742,21218,7,19302,6,20034,7,21758,7,20330,7,16148,5,24033,8,10380,4,0,0,1,0,0,0,0,0,0
519,101500,21-07-2004,80000,23-09-2011,-0.21182266,2620,81.25032471,11.52781408,11.28978191,85,0,1,0,0,0,0,0,4.442651256,4981,2,6388,2,4620,2,5846,2,2987,1,9080,3,17117,6,4282,2,0,0,1,0,0,0,0,0,0
520,218000,22-10-2004,192000,11-04-2011,-0.119266055,2362,77.3282229,12.29225034,12.16525065,39,0,0,0,0,1,0,0,3.663561646,2549,1,4028,2,5696,2,3139,1,3945,2,2933,1,11320,4,123,1,0,0,0,1,0,0,0,0,0
521,112000,08-11-2004,130000,04-02-2008,0.160714286,1183,55.48848506,11.62625415,11.77528973,52,0,0,0,0,1,0,0,3.951243719,2604,1,3672,2,3986,2,3574,2,1463,1,1586,1,31606,10,2575,1,0,1,0,0,0,0,0,0,0
522,35000,18-12-2003,66500,24-06-2008,0.9,1650,65.1253477,10.46310334,11.10495723,57,0,0,0,1,0,0,0,4.043051268,1953,1,2805,1,2970,1,1588,1,2180,1,6243,2,31387,10,540,1,0,1,0,0,0,0,0,0,0
523,55950,31-01-2003,115000,28-05-2010,1.055406613,2674,82.04468339,10.93221371,11.65268741,55,0,0,0,1,0,0,0,4.007333185,26794,9,27701,9,24815,8,26252,8,15457,5,25071,8,22322,7,17714,6,0,0,1,0,0,0,0,0,0
524,93000,21-01-2000,191250,27-06-2011,1.056451613,4175,101.4103656,11.44035477,12.16133675,80,0,0,1,0,0,0,0,4.382026635,9216,3,12310,4,19354,6,16014,5,18338,6,4050,2,4551,2,384,1,0,0,0,0,0,0,1,0,0
525,105000,25-03-2004,80000,30-10-2009,-0.238095238,2045,72.18043759,11.56171563,11.28978191,59,0,0,0,1,0,0,0,4.077537444,16655,6,15802,5,13414,5,25373,8,18723,6,12220,4,10802,4,12873,4,0,0,0,0,0,0,0,1,0
526,36000,31-01-2000,100000,23-05-2008,1.777777778,3035,87.14756331,10.49127422,11.51292546,61,0,0,0,1,0,0,0,4.110873864,21684,7,22243,7,24219,8,8340,3,23046,8,27243,9,14944,5,17793,6,0,0,0,0,0,1,0,0,0
527,154000,09-07-2004,185000,16-08-2010,0.201298701,2229,75.21646482,11.94470788,12.1281111,52,0,0,0,0,1,0,0,3.951243719,6454,2,3526,2,7238,3,17721,6,14038,5,9781,3,1957,1,7960,3,0,0,0,0,0,0,1,0,0
528,120000,15-04-2005,122000,02-02-2012,0.016666667,2484,79.210017,11.69524702,11.71177632,67,0,0,0,1,0,0,0,4.204692619,31459,10,28548,9,29261,9,27584,9,29425,9,23056,8,22229,7,31842,10,0,0,0,1,0,0,0,0,0
529,89995,29-10-2004,112500,31-07-2008,0.250069448,1371,59.57704828,11.40750939,11.6307085,76,0,0,1,0,0,0,0,4.33073334,18548,6,17422,6,18255,6,9828,3,25363,8,18302,6,12270,4,18981,6,0,0,0,0,0,0,0,1,0
530,159950,21-04-2006,117950,29-11-2011,-0.262582057,2048,72.23108527,11.98261655,11.67801608,81,0,1,0,0,0,0,0,4.394449155,26193,8,28574,9,27402,9,28814,9,30324,10,21160,7,5293,2,16381,5,0,0,0,0,1,0,0,0,0
531,119000,18-12-2002,145000,23-04-2010,0.218487395,2683,82.17623885,11.68687877,11.88448902,60,0,0,0,1,0,0,0,4.094344562,12452,4,14141,5,16039,5,12496,4,20093,7,2576,1,11778,4,8625,3,0,0,0,0,0,1,0,0,0
532,106000,15-03-2002,108000,08-01-2010,0.018867925,2856,84.66053028,11.57119437,11.58988651,64,0,0,0,1,0,0,0,4.158883083,13516,5,9770,3,16854,6,11874,4,23596,8,6873,3,11612,4,13208,5,0,0,0,0,0,1,0,0,0
